PPG 	 25 	 60 
PPL 	 35 	 40 
PFG 	 30 	 40 
PG 	 10 	 25 
PGR 	 5 	 45 
PLD 	 30 	 45 
PRU 	 5 	 15 
PEG 	 10 	 30 
PSA 	 10 	 15 
PHM 	 10 	 30 
PVH 	 15 	 20 
QRVO 	 10 	 15 
PWR 	 30 	 65 
QCOM 	 35 	 40 
DGX 	 0 	 0 
RL 	 20 	 30 
RJF 	 45 	 60 
RTX 	 30 	 35 
O 	 5 	 30 
REG 	 10 	 55 
REGN 	 45 	 55 
RF 	 45 	 70 
RSG 	 20 	 60 
RMD 	 10 	 30 
RHI 	 30 	 35 
ROK 	 30 	 35 
ROL 	 25 	 60 
ROP 	 25 	 50 
ROST 	 25 	 30 
RCL 	 35 	 40 
SPGI 	 30 	 40 
CRM 	 10 	 25 
SBAC 	 20 	 45 
SLB 	 0 	 0 
STX 	 5 	 10 
SEE 	 25 	 30 
SRE 	 5 	 30 
NOW 	 10 	 20 
SHW 	 50 	 55 
SPG 	 30 	 35 
SWKS 	 0 	 0 
SLG 	 35 	 45 
SNA 	 30 	 35 
SO 	 35 	 45 
LUV 	 45 	 55 
SWK 	 20 	 35 
SBUX 	 55 	 85 
STT 	 40 	 60 
STE 	 15 	 80 
SYK 	 20 	 40 
SIVB 	 20 	 45 
SYF 	 50 	 55 
SNPS 	 35 	 40 
SYY 	 15 	 20 
TMUS 	 5 	 25 
TROW 	 40 	 45 
TTWO 	 5 	 15 
TPR 	 50 	 80 
TGT 	 10 	 25 
TEL 	 0 	 0 
FTI 	 30 	 35 
TDY 	 25 	 30 
TFX 	 25 	 70 
TXN 	 5 	 20 
TXT 	 25 	 30 
TMO 	 25 	 40 
TIF 	 0 	 0 
TJX 	 15 	 20 
TSCO 	 30 	 45 
TT 	 30 	 35 
TDG 	 10 	 45 
TRV 	 5 	 40 
TFC 	 30 	 45 
TWTR 	 55 	 75 
TYL 	 55 	 65 
TSN 	 55 	 65 
UDR 	 5 	 50 
ULTA 	 30 	 35 
USB 	 30 	 40 
UAA 	 40 	 45 
UA 	 40 	 45 
UNP 	 25 	 40 
UAL 	 5 	 10 
UNH 	 35 	 45 
UPS 	 20 	 35 
URI 	 35 	 40 
UHS 	 15 	 55 
UNM 	 20 	 35 
VFC 	 25 	 35 
VLO 	 40 	 50 
VAR 	 15 	 40 
VTR 	 35 	 40 
VRSN 	 15 	 25 
VRSK 	 30 	 75 
VZ 	 5 	 40 
VRTX 	 5 	 25 
VIAC 	 0 	 0 
V 	 10 	 25 
VNO 	 30 	 40 
VMC 	 25 	 40 
WRB 	 25 	 60 
WAB 	 10 	 30 
WMT 	 35 	 50 
WBA 	 35 	 40 
DIS 	 5 	 15 
WM 	 5 	 85 
WAT 	 20 	 75 
WEC 	 10 	 20 
WFC 	 25 	 30 
WELL 	 20 	 25 
WST 	 30 	 35 
WDC 	 0 	 0 
WU 	 35 	 40 
WRK 	 20 	 45 
WY 	 0 	 0 
WHR 	 15 	 75 
WMB 	 55 	 85 
WLTW 	 35 	 40 
WYNN 	 5 	 15 
XEL 	 10 	 20 
XRX 	 40 	 50 
XLNX 	 25 	 40 
XYL 	 10 	 40 
YUM 	 5 	 10 
ZBRA 	 5 	 60 
ZBH 	 45 	 50 
ZION 	 30 	 40 
ZTS 	 5 	 35 
