PNW 	 10 	 15 
PXD 	 30 	 35 
PNC 	 30 	 40 
PPG 	 25 	 60 
PPL 	 35 	 40 
PFG 	 20 	 30 
PG 	 15 	 20 
PGR 	 10 	 15 
PLD 	 30 	 45 
PRU 	 5 	 15 
PEG 	 10 	 15 
PSA 	 10 	 15 
PHM 	 5 	 25 
PVH 	 0 	 0 
QRVO 	 10 	 15 
PWR 	 30 	 65 
QCOM 	 40 	 85 
DGX 	 0 	 0 
RL 	 15 	 30 
RJF 	 45 	 60 
RTX 	 0 	 0 
O 	 10 	 15 
REG 	 10 	 20 
REGN 	 45 	 55 
RF 	 45 	 70 
RSG 	 25 	 30 
RMD 	 10 	 15 
RHI 	 10 	 15 
ROK 	 30 	 35 
ROL 	 25 	 60 
ROP 	 25 	 50 
ROST 	 15 	 20 
RCL 	 10 	 20 
SPGI 	 10 	 20 
CRM 	 10 	 25 
SBAC 	 20 	 40 
SLB 	 0 	 0 
STX 	 5 	 20 
SEE 	 25 	 30 
SRE 	 20 	 65 
NOW 	 10 	 20 
SHW 	 25 	 40 
SPG 	 15 	 20 
SWKS 	 0 	 0 
SLG 	 35 	 45 
SNA 	 30 	 35 
SO 	 35 	 45 
LUV 	 45 	 55 
SWK 	 30 	 35 
SBUX 	 55 	 85 
STT 	 0 	 0 
STE 	 15 	 80 
SYK 	 0 	 0 
SIVB 	 0 	 0 
SYF 	 0 	 0 
SNPS 	 30 	 40 
SYY 	 15 	 20 
TMUS 	 5 	 25 
TROW 	 5 	 25 
TTWO 	 5 	 15 
TPR 	 45 	 85 
TGT 	 10 	 25 
TEL 	 10 	 15 
FTI 	 0 	 0 
TDY 	 5 	 30 
TFX 	 10 	 25 
TXN 	 10 	 40 
TXT 	 25 	 30 
TMO 	 5 	 40 
TIF 	 0 	 0 
TJX 	 15 	 20 
TSCO 	 30 	 45 
TT 	 5 	 15 
TDG 	 35 	 40 
TRV 	 5 	 35 
TFC 	 25 	 50 
TWTR 	 55 	 75 
TYL 	 5 	 10 
TSN 	 0 	 0 
UDR 	 5 	 50 
ULTA 	 30 	 35 
USB 	 0 	 0 
UAA 	 10 	 15 
UA 	 10 	 15 
UNP 	 25 	 40 
UAL 	 15 	 40 
UNH 	 5 	 20 
UPS 	 20 	 35 
URI 	 35 	 40 
UHS 	 15 	 75 
UNM 	 20 	 35 
VFC 	 5 	 20 
VLO 	 45 	 50 
VAR 	 15 	 30 
VTR 	 35 	 40 
VRSN 	 15 	 20 
VRSK 	 10 	 25 
VZ 	 25 	 30 
VRTX 	 5 	 25 
VIAC 	 0 	 0 
V 	 10 	 25 
VNO 	 30 	 40 
VMC 	 25 	 40 
WRB 	 25 	 40 
WAB 	 10 	 30 
WMT 	 35 	 50 
WBA 	 35 	 40 
DIS 	 35 	 40 
WM 	 35 	 40 
WAT 	 10 	 55 
WEC 	 10 	 20 
WFC 	 0 	 0 
WELL 	 35 	 40 
WST 	 10 	 15 
WDC 	 0 	 0 
WU 	 20 	 25 
WRK 	 20 	 50 
WY 	 0 	 0 
WHR 	 15 	 75 
WMB 	 0 	 0 
WLTW 	 50 	 55 
WYNN 	 0 	 0 
XEL 	 10 	 20 
XRX 	 0 	 0 
XLNX 	 20 	 30 
XYL 	 10 	 40 
YUM 	 5 	 20 
ZBRA 	 15 	 20 
ZBH 	 45 	 50 
ZION 	 5 	 10 
ZTS 	 5 	 25 
